norm,KBNC_1m_Count
risked,7
newly-built,1
Used,9
Dreadlock,2
Animals,4
lingered,3
chirruped,5
bears,9
unknowing,1
girl-friend,3
Arranging,2
blooms,3
Roxburghshire,1
gags,6
comprehensible,1
Morse,6
racehorse,6
hand-axes,1
layabouts,1
Madagascar,1
adore,3
mm,10
DAB,1
directories,1
blackouts,5
vote,5
bedspreads,1
dialogue,1
woodsmoke,1
Barbara,2
Rider,3
Pipe,2
housework,5
47,1
inwards,5
Axe,1
SCAWBY,1
cobbler,3
warri,2
ordeal,3
Tuesdee,1
reserved,2
heartbroken,1
flared,7
Polyputheketlon,2
Commander-in-Chief,1
shift,18
ridged,2
parallel,14
resentment,8
Normally,6
headaches,4
Gossage,1
Eil,1
Reeder,1
fastening,3
safe-cracker,1
international,4
cartridge,1
politeness,3
nit,1
Diane,1
th-self,1
enveloped,4
TELEVISIONS,1
asylum,3
streaks,2
aerobatic,1
Ladies,9
cliffs,10
tbsp,7
Quandom,1
tea-coloured,1
'is,2
pronounced,5
retired,8
noted,6
Trying,4
moorhen,3
coil,2
scarce,4
Spindle-Spanks,1
Bar,5
CAKE,1
suffer,5
sinks,2
reliable,4
efficiently,1
supported,3
larked,1
Cheri,3
snorted,26
dummy,1
founder,2
ushered,6
scribbling,5
marrow,3
reformatory,1
demise,1
sprigged,1
stitching,4
bomb-chuckers,1
imprinted,2
Bodies,1
cross-legged,6
receded,5
BRIDGES,1
Abel,2
relaxing,1
dirk,7
Rub,2
tor,2
laden,6
Chin,1
cooed,4
Ian,3
christened,3
Roe,2
teetering,2
apoplectic,2
rats,14
revolver,1
typewriter,2
mired,1
Downs,1
Pin,2
eighty-seven,2
benefits,1
barriers,2
Knot,5
dolefully,2
exhilaration,1
tousling,1
approach,11
thugs,1
easiest,6
SUPPORTERS,1
tea-party,2
parties,10
sickly,6
shovel,6
bowels,3
managers,1
nail,12
streams,8
experientially,1
gentleman,4
regret,4
blonde,10
epicure,2
veined,2
laziness,2
Scratching,1
ally,4
condescends,2
pale-blue,1
muffled,13
Service,5
goad,1
November,6
pubes,1
privacy,6
forgiven,7
BONFIRE,1
Struldbrugs,5
sceptical,2
owns,8
engineer,2
PRICE,1
Horses,5
scampering,1
asset,2
Enderley,5
Di',2
distrust,5
gale,4
Cheerio,1
eighty,6
Natural,2
sleepy,10
Throwing,4
overnight,3
Measure,9
WAX-PATTERNED,1
MODELS,1
spindly,4
childhood,9
grasping,5
depth,5
snigger,3
eeting,1
Matinées,1
specimen,5
recorders,1
emanated,1
tortoise,3
TIMES,1
stabbing,3
burying,3
sloping,9
blaring,7
sergeant,7
populated,1
POTATO,1
stiff-bristled,1
sagging,3
margin,1
interrupt,5
merrier,1
Hunky,1
Ignominy,1
sackful,2
summed,1
alien,7
yanked,2
Shurston,2
decorating,4
Paintin',1
scornfully.,1
aerodynamic,1
amidst,5
La,2
woollens,1
screech,7
appealed,6
cubes,4
resolutely,6
shrub,2
LET,1
vista,1
survived,8
toxics,1
livestock,2
strayed,5
guests,22
lodged,3
starlight,1
BIRDS,1
vermin,2
Joanne,4
muzzle,7
Nursery,1
simmering,1
Anybody,6
refrigerators,3
Commissioner,4
graveyards,1
pronounce,2
pathway,6
tumbled,10
offensive,1
lovie,2
blotchy,3
3cm,2
pitchfork,6
hostile,7
Duckumentaries,1
dungeon,2
awaken,2
Ramsay,2
preacher,1
fitness,1
zither,1
worked-up,1
crested,1
Bed,2
detonation,1
dished,1
Amateur,1
gamble,3
recognizable,2
GIDDYUP,1
executions,1
flat-out,1
columns,5
chimed,3
controlling,4
inherit,1
diminish,2
pies,5
Fastest,1
fearing,1
launching,3
baggages,3
unchecked,1
crocheting,1
Pharaohs,1
THERE,11
elevator,5
LET-,1
lighten,2
bribed,4
Hotel,4
Jonathon,2
Reader,1
darn,7
unplaited,1
probing,1
speciality,1
edicts,1
unexplored,2
basin,4
plucked,7
manual,4
th'got,1
surprises,8
Houses,3
boulder,4
wayside,1
tallest,10
scrunched,1
Beggar,1
shillings,8
Polygons,4
twenty-nine,3
conductor,4
protruded,3
Greycoats,20
Encourage,2
Cove,1
utterly,15
Venetian,4
Islands,2
Expect,2
oil-drum,4
lightening,2
Appetites,1
slacks,1
ham,14
Morag,4
improvised,1
baggy,4
COLCANNON,1
sacrifice,9
Ermentrude,2
unicorn,5
dearie,1
Showing,2
grassland,2
options,3
moods,5
Shuttles,4
Gibraltar,1
post-and-wire,1
Th'could,2
fluent,4
photos,7
stomachs,3
publicised,1
fridge,13
greet,7
actions,5
fleecer,1
Grandad,11
dejectedly,1
Genoa,1
pathetic,9
unsettled,2
NINE,2
closest,2
Factory,4
glowering,5
squirmed,5
Peeling,2
oarsmen,1
'If,1
resistant,1
embankment,3
justify,3
'Why,1
unperturbed,4
compose,1
sulky,2
cowered,3
Acting,1
tailor,2
concealing,2
introduction,4
cacti,1
unbearable,6
windpipe,2
momentum,1
deft,2
under-blanket,1
disappointing,3
Pinehurst,12
drawings,9
rice-paper,1
EXACTLY,1
Abashed,1
Aird,2
Aw,6
gritstone,2
Force,2
civility,1
queens,2
carriageway,1
Catching,2
Sol,3
deepest,1
Everywhere,6
exception,6
Live,1
cocooned,2
Th'need,1
Barnabas,10
surging,5
funded,1
Folks,2
misshapen,1
Piggott,1
disapproving,4
voluntary,1
furiously,17
Three-legged,1
headscarf,2
Treasury,1
eczema,1
hayloft,4
constraint,1
weathercock,7
dubiously,2
twelfth,2
half-window,1
Beginning,2
brings,4
DAVOS,2
Hoom-voom-boom,1
wrapping-paper,1
toot,3
dabbed,5
discard,1
MG,1
Schwerin,1
emotions,2
sip,6
thankee,3
undershorts,1
yielded,2
magnet,2
forgave,4
trio,5
announcements,3
runnin',1
pow,3
expectant,5
Summoning,2
Lone,2
REACH,1
Frost,2
untold-of,1
penal,1
claim,8
dozy,3
drier,1
front-door,5
buk,3
bookmaker,1
re-opening,2
hunched-up,1
fuck,1
Along,7
half-stifled,1
straggling,1
oranges,9
steaming-up,1
peacock,4
hand-made,1
Deputy,5
roasts,1
retracted,1
emblazoned,1
third-class,1
deodorant,1
bustling,4
downright,2
baccy,1
playing-fields,1
Adlon,3
scamper,1
oiling,3
bastards,1
professorship,1
Marrow,1
furthest,3
helium,3
unduly,1
ability,6
PROBLEMS,1
coaxingly,1
Surprisingly,3
corset,2
Same,7
Camerons,1
re-living,1
lowland,1
reacting,3
THEM,2
shored,2
slower,4
mazes,1
quick-witted,1
shear,1
unselfishness,1
suggestions,6
aggression,5
kneels,1
ADF,1
dented,1
Kiev,2
dice,4
alligator,4
tackling,2
Biological,1
maudlin,1
self-defence,1
southern,5
cramping,1
ups,4
earnestness,1
Lay,7
college,3
speared,2
yolks,3
profits,10
HAT,3
lightning,11
washers,1
Ooops-a-daisy,1
SPECIAL,3
Review,7
sparrows,4
-room,1
morbidity,1
roaming,3
gospels,1
Naming,2
shackling,1
pastel,2
shoppin',1
enveloping,1
Evie,1
Technically,2
blackberrying,4
thickly,8
crossbar,3
Welt,7
tattered,4
defuse,1
mooching,1
movies,2
gardenia,1
wrinkly,2
Liverpool,4
FRAU,1
flute,1
morosely,1
Cawdor,4
Lutheran,1
buds,3
smells,8
struggles,6
injustice,3
Jump,3
hobbled,4
fluster,1
2m.What,1
dinna',3
swoop,2
snapshot,1
towels,9
coaches,5
tissue-paper,3
pea,2
walled,3
floating,13
stubbled,1
Lonely,2
completing,2
occassion,1
Algebra,1
Slipshod,5
self-pity,4
cept,1
skulls,6
Jade,4
Tring,1
curvaceous,1
Melt,1
disciple,1
havin',3
asthmatic,1
millstream,1
attracted,6
steamy,4
inexcusable,2
Manor,2
thrived,1
amiably,3
slacken,2
ENDINGS,1
pre-fab,1
decayed,2
Zora-djevojka,7
scent,6
JUST,9
statue,13
They'se,3
wide-eyed,5
lunge,1
wrinkled,13
scornful,5
Blackbury,3
widths,4
Sept.,1
Face,2
smoked,11
mine-owner,3
nome-like,1
FLAGS,2
flyers,1
gear-boxes,2
characteristics,3
Saliva,2
Lunnon,1
perspective,1
Chris,2
lays,4
Warm,2
juicy,7
unruffled,3
framework,4
highways,1
crush,5
hops,1
pensively,2
attacks,3
burp,1
sage,2
tar,3
Francisco,2
crushing,5
reinvented,1
hexagon,3
nosing,1
chokes,1
fifth,8
floors,10
soften,6
elusive,3
puckered,3
Esther,2
prise,4
Hartley,3
summoned,4
Rams,2
carpeted,6
felt-tip,1
unhappily,1
Penelope,1
necessary,15
tea-things,1
Plan,2
Normandy,1
Durham,1
sea-front,3
goose-pimples,2
uncommon,3
Global,1
Secrets,3
grotto,2
watch-strap,1
cleans,1
tripping,2
distinct,4
opinions,6
Society,4
SPEELOSH,1
crumpets,3
Daisies,2
wonderingly,4
prejudiced,2
MOORE,1
Dolly,3
Taj,2
Voluntary,1
pigtail,2
olden-day,1
conscientious,1
hurr,3
influenza,1
cramp,1
veil,2
we-come-from-place-bilong-far-on-big-bird-that-doesn't-go-flap,1
blushing,1
resorts,1
Parks,1
Middle,6
Th'should,3
shipping,1
views,2
shipmasters,1
Lochbuie,1
waking,12
downwards,4
nosy,3
Hip,3
membrane,2
steamships,1
drabness,1
hardboiled,1
plank,2
SALT,1
crucified,3
wig,9
toucan,1
Bridewell,1
ths,2
harvested,1
illegal,1
worshipped,1
slopes,5
nunnery,1
Folk,5
provides,3
eye-power,2
high-heels,1
charming,18
levers,3
fragment,3
topped,3
throne,5
'eard,1
sponge,3
checkered,2
brolly,2
thankful,12
netted,4
lambing-shed,3
scarring,1
complaining,6
spacious,3
designer,2
daydream,3
pic,1
motivated,2
handchimes,1
turkey-cock,1
men-folk,1
swam,17
Gas,6
twenty-seven,3
shattering,1
capsize,1
xylophone,1
slavered,1
grill,3
candid,1
up-market,1
Younger,1
hiding-place,5
pen-friends,1
Crunchem,3
Sand,3
gloaming,1
Wishing,1
no-truths,1
hatband,1
pyramid,3
ELIZABETH,1
protectively,1
Market,6
ostrich,4
teaches,5
issuing,3
immigrants,3
application,2
ROOM,1
acknowledge,2
Scarlet,1
moored,1
£100,1
crest,5
pausing,7
lifewo,1
tubes,9
mapped,2
beaks,2
Faberge,1
Junior,3
spy,6
Expectations,2
repelled,3
8oz,7
"1,000",1
enjoyable,1
Tea-making,1
theories,2
"2,000",2
transportation,1
re-capture,1
sighing,4
schoolmaster,1
motor-tyres,1
short-sleeved,1
Mellieha,1
morons,2
recording,3
cobbling,1
archives,2
Avon,2
POETRY,2
Else,4
skeleton,6
infection,2
Cheltenham,1
Ferryman,13
temporary,6
sharpest,2
judged,6
gutting,2
unhurt,2
Understand,3
Imagining,1
Youth,4
wurzel,1
tweezers,1
Jupiter,2
sculpted,1
Press,3
Causes,2
Comic,3
Times,8
lesson-book,1
pantomime,2
unshaded,1
stack,6
888,8
tonic,5
Reducing,1
criss-crossing,1
cicada,1
Magic,2
Pushing,4
fondness,1
heed,10
ebony,1
panelled,3
tongue-tied,5
hence,3
charms,1
FAVOURITE,1
Harrison,1
half-dance,1
Limited',2
Orange,1
Dent,1
sighted,2
reverie,2
buttercup,1
tetchy,2
Degrees,1
password,2
Trans-Siberian,1
peep-show,1
inadvertently,2
attempts,8
shrunk,4
Throat,1
Gate,6
virgin,1
pouffe,4
theatrical,3
Pile,1
writhe,1
imaginable,3
affects,3
mistakes,10
purpling,1
forty-five,6
unfasten,1
Schwyz,1
blisters,5
Obviously,2
cunning,1
meanest,1
presumed,4
peahens,1
unbroken,1
Rua,6
cords,3
cockfight,3
bleed,3
Tasty,1
3x,3
plastic-flighted,1
freely,5
sod,2
dutifully,4
muddle,3
distension,1
drastic,1
bond,2
furs,2
scary,3
cypresses,1
strawberries,3
groceries,6
preach,3
Desperation,1
Prying,1
atlas,1
roamed,3
teats,2
preferred,14
Brought,2
fading,10
nips,1
rose-edged,1
capsules,1
spout,2
canary,2
Words,2
planks,12
rehearsals,1
credited,1
Wash,3
EEC,2
Downing,1
solicitors,4
pinching,5
thrilled,6
Eleven,2
Climbing,4
usefully,1
half-a-dozen,1
Forgot,2
Holland,1
MOTHER,1
Blazing,1
dumbells,1
compensated,2
Viv,1
prefer,10
deterred,2
Prison,3
well-organised,1
retreated,7
unturned,1
stationery,1
dreamworld,1
maddened,1
Sixth,2
Poking,1
Break,2
Cream,3
gas-bag,3
whizzed,3
hill-top,1
jolting,3
completed,8
daffodil,4
offender,2
stricken,4
encyclopaedias,1
button-hole,1
Gray,1
Murdering,1
Hullo,7
Works,3
officers,7
transmitting,1
Handsome,1
GOT,3
thinkin',1
damnations,1
classic,3
moth,5
doorbell,2
wretches,1
coal-hole,3
stares,2
two-handled,1
relied,4
going-straight-up,2
uncompromising,3
sew,3
demonstrate,1
shell-like,2
non-Catholic,1
WIDE,2
rewards,3
convalescence,2
expectin',1
postponed,2
balefully,1
squatted,8
Economic,1
20kg,2
awkwardness,4
cancer,2
balcony,1
doom,3
penetrated,3
philanthropic,1
all-girl,2
ignition,5
cot,11
extending,1
earholes,1
2.00,1
bovine,3
retaliation,2
storm-signals,1
warrants,1
FASCINATING,1
one-way,3
Feelings,1
eternity,2
chirped,2
meadowsweet,2
tenderness,3
Marketing,3
icicles,3
mashing,1
peer,4
quizzical,2
jauntily,1
canopy,5
burglar,3
dune,2
skylarks,2
seagull,1
bloomin',2
swampland,3
He',1
greengrocer,3
ELEPHANTS,1
£2.00,2
SWAT,1
ermine,1
Pinnegar,5
bull-voiced,1
wryly,4
"2,352",1
colds,1
treacle,4
how-do-you-do,1
Bedford,1
-6,1
graphs,7
cargo,9
Norfolk,4
HAND,2
fraternizing,1
rolls,8
yellowy,2
jealousy,5
lolloping,1
Greycoat,3
Concentrating,1
Bromberg,1
Epitaph,1
plastered,4
Chocolate,3
GOOD,1
plantains,1
Soper,3
mack,5
caravan,3
glassy,2
major,2
puzzles,3
ugliest,2
Corn,1
magnified,2
crayon,2
attire,2
Candles,2
Dramatics,1
blasé,1
disgrace,9
Gimlett,2
one-year-old,1
Slither,1
A.A.,2
tests,12
flown,12
cow-noises,1
trench,9
initiative,1
uproot,1
turkey,3
waxen-faced,1
Extra,2
Socialist,3
Lawis,2
wirelesses,1
Gall,1
pottery,4
redundancy,2
Ormond,1
varied,3
antennae,4
certainty,4
Goody-good,1
posting,2
warriors,5
spitefully,2
ageing,3
jutting,3
entrancing,1
tiptoe,4
thrills,1
jumble-filled,1
heyday,1
well-planned,1
Anti-clockwise,1
Joshua,1
pup,2
Handy,1
unposted,1
Essoldo,3
Indian,17
responded,2
rods,1
discos,1
nourishment,1
Motor-bikes,2
1966,2
velos,1
north-west,3
vines,4
Blessed,1
tug,5
primitive,4
jotting,1
bloated,3
YAHOOO,1
CAMP,2
lustily,1
acne-free,1
create,6
alight,7
forbidding,4
apologies,5
Micky,1
threepence,3
Nearly,5
Forward,3
bands,4
Matter,1
nerved,2
cylindrical,2
lobe,2
excessive,3
occasional,8
Alphabet,1
ill-favoured,2
collars,2
Ssschalala,1
SMACK,1
Forcing,2
guardians,1
religion,8
gong,1
industriously,2
TUCE,1
2cms,2
Redmond,6
Cor,3
croup,1
top-job,1
workman,3
Well-cooked,1
predictably,1
lust,2
ARE,5
dream-filled,1
listed,4
providing,4
Spying,3
hairdresser,1
Playing,4
recognising,2
time-even,1
food-processing,1
apparent,4
pretends,1
Newgate,2
Stonechuckling,3
crêpe,4
powdered,4
Enquiries,1
Jimmie,3
injected,1
Neptune,2
communiqué,1
Modulo,1
'',2
unseeingly,1
vomiting,1
famine,5
decoy,1
pinning,4
Curling,1
tame,5
emitted,1
29,7
swotted,1
Furious,1
Friendship,2
trefoils,1
"1,2,3",1
grievous,1
twinkling,3
HELP,3
1½,4
long-legged,3
12m,3
Estate,4
contrition,1
widening,3
luxurious,2
appreciatively,3
Pointing,2
new-found,3
Recipe,3
preferring,3
comers,3
secreted,1
Cracked,1
seamstress,1
carols,4
mister,8
Jeans,2
agreeably,2
cabinet,5
Triangles,2
fungi,2
Useful,2
Baden-Powell,3
playroom,1
5.40,1
scornfully,8
quickest,3
prop,6
Precisely,1
trippers,5
tangible,1
th'pleases,1
COACH,1
Milly,3
rind,3
toggle,2
demanding,7
Side,1
Carnivores,1
justice,7
trusts,4
Downstairs,4
Experience,2
Listening,4
acts,5
Flat,1
Training,3
haring,2
clanky,1
one-half,1
explanations,4
empires,1
nightmares,5
regretfully,5
VIII,1
defiling,1
rarefied,1
long-lost,1
blue-stocking,1
Upmeadow,5
arcs,1
Paid,2
nastiness,2
hotline,1
Birth,3
'uns,6
featured,2
urry,1
triteness,1
surfaces,7
Maeve,1
boodle,2
Robinson,1
Scout,1
baritone,1
"0,1,2,3,4,5,6,7,8,9",1
excavation,1
Lords,1
Desimir,4
Beatha,3
lamented,1
G-R-R-R-L-L-L,1
sums,9
Escaping,3
starring,1
sutures,1
quailed,1
Hubble,12
laps,2
friday,1
oil-based,1
£50.00,1
pasture,1
mushroom,8
PROFESSOR,1
gamely,1
th'gallivanting,1
Unwilling,1
"5,6,7",1
spaghetti,4
affectionately,2
severely,4
Sweeping,1
64cm,2
puppets,1
frostily,2
peep-hole,2
Alexander,4
excused,4
lamplight,1
vain,4
gummed,1
compelling,2
beheading,1
mornings,8
performance,11
drummed,3
enclose,3
war-torn,1
Perun,1
even-tempered,1
Pomeranian,1
th'do,6
badgers,2
receding,3
tamper,2
trumpet,5
fairy-tale,3
YOUR,7
drainage,4
deck-chairs,1
nonchalantly,4
essential,4
Frome,1
PEARL,1
Morning,6
plateau,1
acquaintances,4
County,5
trekked,1
CIGAR,1
Alerted,1
Fire-brigade,1
magical,6
pocket-money,4
GIRL,3
wench,10
spades,6
threatens,2
mebbe,2
sullen,6
mirthlessly,1
back-scrubber,1
re-visit,1
foaming,4
bier,2
Working-class,1
gallows,2
airman,1
ices,2
essentially,1
vino,1
squandered,1
window-frame,1
compulsory,1
illiterate,2
Wolf,6
prickly,4
Beau,1
requested,2
possibilities,6
joy-ride,1
darkish,1
Senior,1
bellows,4
prodigy,1
owes,2
raffia,1
borne,7
piglet,2
cutter,6
Department,3
junior,5
keystone,1
demonstrated,1
Hardens,1
Christmassy,1
SMITH,1
labours,3
strangle,1
Buckle,4
fake,4
self-preservation,1
bounty,1
tinder,1
belting,1
visors,1
stamp-machine,2
1699,1
plummeted,3
Thus,2
favour,11
silken,5
robot-operated,1
Romanian,1
vaulted,2
beseechingly,1
1.00,2
screwed-up,2
is.,3
damn-fool,1
stone-flagged,1
th'old,1
badness,1
Westerby,6
sanding,2
alternative,5
impotently,1
Nutcracker,1
grumble,3
PLASTIC,1
convincing,7
embroidery,4
AWFUL,1
sometime,6
curry,2
unwillingly,4
Aid,5
deluged,2
falter,2
waft,1
Creaking,2
prayed,9
GARDEN,3
landslide,1
repetition,1
haunt,5
drunkenness,1
millilitre,1
digs,2
candy-floss,2
Scandinavia,2
toasted,4
nome-sized,3
Cara,1
dressing-tent,2
topmost,2
officially,5
Weasel,1
nurses,14
Strength,1
Melanie,2
prized,1
snugly,2
Lineman,1
six-egg-boxes,2
Khan,2
hesitantly,4
sinful,3
greyish,4
gaping,5
dispassionate,1
SCIENCE,3
ladder-bridge,1
PLAYER,1
ex-directory,1
'VE,6
dangled,3
Jim,2
backdrop,1
unfair,6
sunk,6
assented,1
weediest,1
snorting,10
forthright,2
Aircraft,1
grannies,1
featherlight,1
crank,2
NAAFI,1
scrumptious,2
Mocharb,1
BECAUSE,1
deer-raiders,1
is-where,1
suppress,1
Forced,1
adequate,3
ping-pong,1
tumbledown,2
Measuring,3
bay,16
Woe,3
Houyhnhnm,1
summons,2
sandbags,2
introductory,1
Tierra,1
Bananas,1
shamefaced,1
skirted,2
furnace,4
rarely,11
tourists,4
symbolise,1
Quadrilateral,1
slithery,2
Explorer,1
perspiration,5
boosted,1
Flux,1
borrowing,3
fuming,2
Angry,3
forego,1
Leeds,1
Walking,8
devils,3
statements,5
half-sovereign,1
amateur,4
BLONDE,3
ordained,1
barman,4
stair,14
teasingly,1
depend,9
Gifts,1
CODE,1
Dekametre,1
extent,6
shepherded,1
pavilion,2
swede,1
horseflesh,1
overtime,2
lurch,7
smoker,2
electrified,1
candidly,1
programmes,6
footballers,1
Garnish,1
postage,3
court,9
chaotically,1
vet,5
Roderick,1
pumping,3
sweeter,1
madhouse,1
bombs,5
distances,3
biros,4
bide,3
parting,3
dearer,1
tangle,8
Realizing,1
Hollowed,1
Congestion,1
softy,1
47°,1
guilt,10
Noses,4
D.,2
stank,1
labradors,2
Picturegoer,2
grazed,3
FAREWELL,1
Squatting,1
shod,3
accompaniment,2
pained,2
monkey-nuts,2
unmatched,1
'course,2
a-down,1
tufts,4
semi-retired,1
pounce,3
investigating,4
impostors,1
73,2
drought,2
fifty-six,1
Gold,6
customer,6
Rest,4
Shadow,3
objection,3
featherheads,1
Also,10
rudeness,1
nesh,1
at.her,1
ship-building,1
RED,2
SYSTEMS,1
skimmed,4
gangster,2
cowering,2
nothingness,3
cream-painted,1
Bottle,2
Code,3
beery,1
Touch,2
whining,7
shelters,3
quern,1
melodramatic,2
Y'devious,1
Wick,1
stomped,1
accusation,1
arcades,5
twenty-pound,2
pollen,3
carpenters,7
VATman,2
Peigi,2
projects,2
Scalene,1
cockles,1
Changes,1
outrun,2
automatic,2
pricking,2
self-expression,2
etched,3
distracted,8
agility,2
suntan,1
deadening,1
icily,4
makeshift,4
pinkish,1
Presumably,3
pail,3
cowslip,4
brilliance,7
porters,2
lassie,11
Letter,4
loosening,2
fenceposts,1
grudgingly,7
associated,2
compute,2
homeless,2
Ströbel,1
spraying,2
revived,2
jokin',1
Wants,2
ssstrongest,1
sweetness,5
Programme,1
trotted,9
Mouse,4
privilege,3
willowy,2
Frenchman,1
irregular,2
capacity,4
Spring,7
Us,3
giggles,4
bafflement,1
spurs,2
obeys,1
scowl,2
splayed,2
safety-bar,2
Underwater,2
Rewrite,1
exorcism,1
restricted,2
WORLD,6
Peering,2
Morris,2
brambles,4
relished,2
bracing,3
window-panes,2
separations,1
marmalade,4
understatement,2
Alexis,1
bravado,1
simplicity,3
Property-conscious,1
wistfulness,1
chanced,1
bulldozed,1
winced,4
Winnie,1
idiotic,1
sultry,1
scab,2
Ought,1
Hawkwood,7
SLEEPING,1
puddin',1
no-sign,1
Biffo,3
cranberry,1
unjust,1
dilapidated,3
fob,1
Anderson,5
grudge,2
ensign,1
biked,1
outbursts,1
calculator,3
hardens,2
Longing,1
him',1
WITH,4
solitary,4
Oooh,2
lotions,1
dither,1
lbs,1
demand,7
wheat,1
tested,8
slinky,1
Reminding,2
strangling,1
bobbin,1
Solid,2
tree-branches,1
shooed,1
growth,5
marshland,2
blot,2
pretentious,1
Arnsat-1,1
descend,3
Spendlove,1
cowslips,1
witch-like,1
sailmakers,1
mischief,8
holds,13
secondhand,2
Constable,3
Ogres,1
dramatically,6
timed,3
suits,8
baroque,1
crossroads,1
Island,3
drinking-water,1
Arrival,1
astonishing,5
labouring,1
FARMING,1
intermittently,2
Samuel,9
yowled,1
Scrub,1
Soviet,8
enchanting,1
kiddo,2
noble,7
registering,3
lands,7
governments,1
ketchup,4
Trinidad,7
impulsively,4
seniors,4
older-looking,1
ere,5
brace,1
idleness,1
full-length,1
backsides,2
Ahead,4
tip-toed,2
shamed,2
HERE,3
leafy,5
chuckle,8
bureaucratic,2
ructions,1
hotness,2
soap-opera,1
cleverness,3
File,3
herrings,1
handsomely,1
downpour,3
glinting,5
presumptuous,2
emblems,1
Scouts,4
Dark-blue,1
entailed,1
hurting,8
$1.75,1
lunchtime,8
swigging,3
leered,4
maliciously,1
annual,3
stupidity,3
harms,2
Investigations,1
Dotty,1
baize,2
Consequently,3
raft,1
worm-like,1
payment,3
Hopefully,1
Micah,1
stilled,2
bled,1
tract,3
wickedness,3
flocks,2
Husband,2
rouged,2
graffiti,4
unsuspecting,1
whitened,1
padlocked,2
Jug,1
partitions,1
appointment,7
psychology,1
stable-block,1
readers,3
thankfully,3
rein,7
engaging,1
convey,2
Ford,8
scrape,3
keepsake,1
Scripts,1
panache,1
lipsticked,1
wielding,2
pattered,3
worm-hunt,1
Leaving,4
Sympathy,3
scoffing,1
artistry,1
Forty-three,1
ANGEL,1
MOVER,1
fraught,4
relieve,3
Dip,2
Nine-year-old,1
yews,4
FRONT,3
Prejudice,1
Lurching,1
schoolbook,1
Crossing,3
cetera,2
earthquake,4
examining,2
interval,4
Euphemia,5
glimmer,3
Least,3
stunning,1
velvety,2
inhabited,5
gales,2
legend,12
Thee,3
Lovely,5
8800,1
maintenance,1
Horizons,1
Allus,1
improving,4
Nazi,2
Pinta,1
ninths,1
Stowbridge,14
loony,7
woodcutter,2
dismally,2
lunches,1
white-faced,1
holidaymakers,1
epiphytic,2
flood-lit,1
sulkily,3
potent,1
striving,1
STILL,2
Plymouth,3
patent,2
microseconds,1
Nun,1
cement,3
binding,3
Puddleduck,1
cos,2
armed,5
balancer,1
ensuing,2
ashtrays,2
combustion,1
chorused,5
agricultural,3
rejoin,1
Boat,1
cheat,7
thirty-two,1
ingratitude,1
benches,6
undertows,1
chambers,1
developments,1
posy,1
Lear,1
REDWING,1
flatfooted,1
SEEING,1
footstep,1
flatulence,1
nut-milk,1
Bastin,1
lectures,3
lopsided,2
underside,4
muscly,2
01001100,1
harsher,2
An',2
neatly-kept,1
Electric,1
combination,3
zoom-hoom-hoom,1
saws,2
unsettles,1
Skylarks,1
merest,2
fluttering,11
gulp,5
treason,1
well-tended,1
whisks,1
lush,1
respond,6
trample,2
perked,2
wailing,7
Skinhead,1
supports,1
Testing,2
thinnest,1
rummaged,7
Friedrichstrasse,2
odour,2
grandson,8
Gabriels,2
flappy,1
BECAUSES,1
saucepans,2
eery,1
sandbanks,1
cauldron,2
leafing,2
Haberdasheri,11
unitary,2
blacker,1
hoot,2
Parallel,1
fleet,4
excepted,1
repentance,3
Firstly,1
seasickness,1
brougham,1
specific,2
Admired,1
complements,1
pylons,1
HAS,2
qualm,2
white-hot,2
Capri,4
linnets,1
measureless,1
puzzling,5
examples,12
ON,10
resident,2
Language,4
brisk,7
drizzly,1
Homeland,1
wading,3
warps,1
AB,4
Buckinghamshire,1
twilight,6
headland,1
churlish,2
accounted,2
hunching,1
Lemon,1
belts,5
Th'can,7
Springheel,2
Shepherds,11
deigned,1
nurseryman,1
pews,4
mutterings,2
suppers,2
Grainy,1
lessened,1
weaved,1
Tracy,1
kindhearted,1
Daz,3
tensely,4
pork,7
Ardgour,2
scandalised,2
Vile,1
SPICED,1
butler,4
Refuse,2
dulled,2
schoolroom,2
conveyor,1
mouths,8
thighs,2
averted,2
traitorous,2
Bert,1
movable,1
touring,1
richly,1
enslavement,2
Salong,1
blast-in,1
uppermost,3
playing-field,1
Spriggs,8
mortals,3
geelalookala,2
unattractive,2
pickle,1
unfocussed,1
chatterbox,1
halve,2
ten-mile,1
SUSAN,1
steadied,6
TWO,3
Grown,2
Whizz,1
winkleberries,1
murderous,2
Follow,8
tires,1
hive,6
Power,3
subtle,6
humiliate,2
indulgent,1
grille,1
crossword,3
asserted,3
practisin',1
indestructibility,1
Nickleby,2
isle,3
thinly,3
foppish,1
N.,1
Companions,1
jellied,2
Interest,1
blister,4
2{,1
withdrew,6
ZOO,2
lawmakers,2
unleash,1
cremation,1
timid,2
decisively,4
FOUNDER,1
SCONES,1
Missed,3
Crunch,4
vengeance,3
brogans,2
lanthorn,6
imaginations,2
1948,1
paints,3
bunker,2
scrubby,3
hospitable,1
flare,1
throws,3
Graham,2
injections,1
opportunities,3
abbot,2
copper-nickel,1
Bentley,1
rammed,4
Gawd,4
lapels,2
inhuman,2
creams,1
fashionable,2
Skin,1
Aching,1
ceremony,3
Repeat,7
delirium,3
Timmy,1
Nativity,2
umpteenth,3
RAM,1
winder,1
unyielding,2
affection,9
voltage,1
settlements,2
sicker,1
