index,CHILDES_Count
soma,9
dries,31
buildings,17
annoyed,34
daft,36
burdyke,2
towers,78
don't,2
her↑self,4
memorial,5
splitting,4
collapsing,11
0was,36
beep_beep,46
crunch,84
peaked,4
conversation,16
wrapping,16
cents,20
winnie_pooh,39
↑⁎look,4
bat,89
portrush,5
woodpecker,16
eehh,4
ducky,44
motorway,22
easily,58
lately,26
prim,1
sized,8
din↓ner↑,5
squeaks,40
shelf,78
corriander,7
woe,42
dragonfly,30
stickies,11
seesaws,2
promise,69
masters,1
named,61
shower,112
tried,207
third,88
sail,38
climbing,224
heads,81
telescope,53
licking,49
worzel,6
hoping,28
barcelona,9
disc,3
jill,147
piggie's,4
fireworks,31
ici,1
produces,5
rr,5
chewing,107
whales,59
tomás,2
bobbins,5
grandfather,24
um,62
er,25
captain_kangaroo,20
letterbox,12
santie_claus,18
litt,5
straps,15
adams,11
bending,25
dave,53
rained,27
harry's,11
scare,34
dobbin,24
alexander's,2
mount_merrion,1
grandpa,329
finger's,26
club,32
borrowed,20
spike,13
shore,12
darts,14
firebrigade,17
remote,14
cube,34
°then,4
inventions,1
quintuplets,1
iss,26
pajama,31
spinning,43
laughs,21
loura,8
peter_schmeichel,5
julian,16
misbehaving,8
chooses,3
angry,116
erase,32
landing,42
hurting,106
shy,59
erah,7
rockingchair,30
killed,44
that°,11
medium,14
birth,18
lambchop,32
totem,10
claw,3
ih,1
mummie'll,24
stoop,2
engine's,18
he°,6
preschool,17
kn↑ow,9
damage,27
moppet,10
beater,6
april,64
higher,118
findhorn,2
no↓,6
pestering,5
farms,20
lion's,71
drinks,105
annalise,5
insects,4
michael,167
voice,67
rules,18
↑⁎eeya,1
baa_baa,33
would've,36
knit,28
canbils,2
thirsty,128
sounds,182
hood,27
lamb's,9
bookie,25
tails,53
unwind,3
toothie's,2
wild,61
tearing,21
hall,88
broccoli,77
buba,13
snap's,3
report,2
english,28
dog's,164
shrunk,15
passengers,105
dummy,101
ickle,7
fireman_pat,5
alf_thomson,2
ma-ma-ma,14
lee,17
twig,16
neenor,30
wizadora,9
visitor,29
grandma_doris,12
certain,19
windies,28
sammy_snake,39
p_two,8
eieio,4
paperclip,4
noises,76
sneaky,8
impressed,33
toni,5
'un,2
garden_party,4
pickle,88
jingle_bells,6
tck^tck^tck^tck,2
batterys,66
millions,9
jack_a_weasel,8
exercises,53
ann,46
sweets,179
pregnancy,15
bedrooms,11
leafy,1
gromit,46
mouthful,28
brightened,1
squirm,6
lit,9
creamy,23
sides,61
porch,21
gluing,27
lessons,15
waving,101
↑eah,1
rounded,4
clive,4
cheek,73
difference,131
mole's,4
arizona,15
fingernails,17
bites,55
mower,10
stories,96
vida'd,2
refusing,13
snatch,22
drown,18
scarecrow's,5
photographs,51
quarter,101
rinse,31
swapping,10
luke,19
monkstown,9
farmer_broke,2
fiver,9
domes,2
tasted,21
leopards,24
overnight,8
boiler,22
amazed,13
popcorn,16
heh,57
women,27
bleeding,38
opens,86
gimme,72
little_miss_quick,2
howe,6
judith,22
cheated,11
carrying,189
ark,14
scrape,26
ticktock,100
staffed,3
worm's,1
shoots,13
p_sevens,2
saver,2
cutie,6
l↓ookay,2
wayne,28
bullet,19
meatballs,16
caravan's,5
plant's,5
drips,20
doggie's,74
cat'll,10
professional,4
jasper,32
tortoise,127
rubbed,20
noddy_lastname,3
tuscan_raider,5
hhmm,19
bumble,45
screaming,58
piles,26
righto,13
belinda_robinson,2
raisin,15
see_saw_marjorie_daw,21
conor's,29
spare,65
mini,56
pooka_pooka,1
tickle_baby,7
ti↑m↓e⁎,3
gutteral,1
skirt,95
yah,7
dinna,16
spilling,39
shortly,13
nighttime,86
movement,12
doctors,100
brrm_brrm,15
↑you,37
dollar,47
hhhh,24
pong,1
comfortable,59
nearest,9
arguments,24
byebyes,36
throwed,24
piglet,75
mo,28
grows,46
rocking,84
david's,32
luck,39
dollys,83
sacs,5
crow,14
shien,3
lala,22
thingy,73
abra_cadabra,13
orphan_annie,9
trick,108
during,74
beebo,11
disappeared,61
tinned,8
missus_moore,2
itch,18
picnics,10
savage,3
sneezing,15
ehnhhh,2
foul,12
°more°,5
quack_quack,9
woman,161
woolly,14
boke,11
unscrew,21
denial's,3
hideyhole,2
nawe,2
missis_southerland,2
tape's,71
crocodile,222
flex,3
search,10
sprouts,6
diandros,60
harm,29
wife,39
ornaments,8
shipped,2
nearer,47
dudley_do_right,4
ahaha,2
settled,26
maam,20
bam,39
bawbo,8
bitten,28
neghy,2
whiz,16
costume,51
dimples,4
chinese,70
ju,2
matey,8
museum,30
spotless,11
butcher's,2
jingling,8
choker,3
straightens,2
octopus,76
wipes,33
paws,41
reay,2
dinner's,30
hmmh,3
grandpa_jones,2
chattyz_baby,9
toward,10
pleasure,13
knick_knicks,27
andrew,47
sunny,91
nee_naw,67
twit,11
mushrooms,32
instructions,59
squash,153
alphabets,17
partying,3
mr_red_man,1
moldy,12
o↓h,9
chatter,33
germany,15
trunk,127
bear's,62
roofs,7
possible,13
plastic,96
ada,23
↓think,2
flashing,29
lavished,2
babes,21
band,107
ideal,9
sew,20
public,16
hippopotamus,157
bluebells,10
quarters,10
watering,28
↑leave,3
scrapyard,9
scheme,1
cabinet,16
birdie's,28
shankill_road,2
ride_a_cock_horse,6
torch,17
determined,21
section,13
caboose,35
juggling,38
dan,32
blingie^bling^bling,3
peck,54
↑baby,8
cornonthecob,17
bumhead,4
christmas_tree,46
elbow,73
simon,17
flash,33
infection's,1
notice,77
cherries,21
chipmunks,5
sheepdog,35
n↑o,4
l↓ou,2
spiders,92
daisys,9
sword,73
toadstool,7
0on,12
↓dinner,6
hidden,77
babar,18
wrapper,14
tapes,47
shorter,24
reduced,5
wriggling,33
whitewash,3
jessie,18
din_dins,38
family_circle,2
collects,12
plait,24
voluntary,4
mr_chicken,5
ughoh,39
extravagant,3
joan's,1
nac_nac's,11
crossroads,1
natural,11
purse,79
smooth,39
aah,36
walt,5
joking,68
polly's,11
squashed,125
doubt,20
ella,9
angrily,5
slurp_slurp_slurp,2
eggnog,64
fogg's,3
°gone,1
shot,148
carrier,23
splashed,20
precise,2
geybi,3
dustpan,12
carousel,10
little_fesh,1
tile,3
drew,74
freeze,11
whinge,31
woiay,1
spanish,9
nmmm_nmmm_nmmm,2
°ruff°,6
martin's,19
truckie,6
speaking,30
brokes,3
wa^wa^wa^wawoo,2
gordol'll,2
haha⁎,1
cycling,6
do_bee,6
frock,34
he're,3
crying°,1
tables,31
entitled,6
flags,12
puffing,29
meals,11
jessie_james,2
aprons,15
dennis,20
johnson's,9
rebuild,14
wind's,9
pigeons,28
thread,76
rake,15
double,50
grandma_peggy,17
used,153
couch,143
label,44
mightn't,75
duty,4
airport,85
john_benjamin,5
turtles,28
cowcatcher,26
lemonade,81
bop,54
youse,70
orangey,22
funnel,97
sealions,1
jed,2
budgies,6
transfers,3
lambs,67
thats,22
followed,27
giant's,8
cheque,40
perro's,12
nick,63
fields,42
ticka-ticka,3
froggy,27
poop^poop,30
froggie,105
finishing,43
towed,4
door's,60
peg,47
holly's,12
tablecloth,17
clothespin,6
shouted,31
attacking,30
l,133
announcement,9
udd,1
gran,8
partners,10
sleep∆▔,2
ats,3
laddies,5
dressing-gown,2
momenomener,2
doby,11
sheesh,3
dawson,9
milky_way,7
wheeler,15
massachusetts,14
nanny's,53
local,18
charge,20
super_ball,2
runday,2
stayed,144
amahl,4
⁎and,3
marian,3
unfortunately,40
axel,7
hotdogs,48
beef,115
lanterns,6
gallopy,13
rollerskates,7
olliga,33
boko's,4
wheelbarrow,98
ticking_tess,13
goosey,3
sigh,15
tortures,2
brake,11
galloping,32
straights,1
sponge,83
fl↓oo↑r,4
pow,56
caves,1
mittens,64
hutch,20
winded,9
°hhh°,37
whilst,3
ghost,69
susan,22
fifties,2
conked,5
quackduck,2
mister_blobby,9
rambler,22
y↑a↓ye,2
untill,47
snug,18
family,110
↑have,19
capable,7
beechgrove,30
floorboards,9
norman's,4
dovey,8
north_pole,15
poking,28
jojo,5
badger,57
rice_krispie,5
roadgrader,39
stumpy,9
scan,33
cracking,12
↓better,1
tighter,11
mister_mean's,2
nosed,4
tinky_winky's,6
plug,68
rookie,4
⁎three⁎,2
raggy,3
pee_po,1
betty's,6
croaking,20
story's,9
ayyyyyyyyyyyy_ayi_yah,2
crazy_foam,4
jocko,45
°that,9
cookies,106
row_the_boat,8
tut,13
eeaa,5
snipping,6
navy,23
wah,81
mum'll,5
splashing,73
battery,68
raindrops,26
pill,30
exhausted,21
branches,38
boiled,30
seven_up,22
grips,3
flip,33
deborah,5
tum,1
recognize,47
°darn°,3
dumping,9
dangling,9
massage,10
pepperoni,5
swordfish,22
elsie,15
cookout,6
feather,51
dingle,7
planting,3
delivering,29
scribbly,2
jaffa,29
monster's,30
m↑↓m,1
munching_mike,48
urler,55
cloudy,13
burgers,47
sailor,16
juniors,3
bathrooms,8
blues,26
wand,24
striped,18
squeezed,17
beating,27
abigail's,7
thomas_the_tank,61
china,35
closet,24
foods,11
hours,101
bolognese,21
syrup,44
babyish,6
lid's,16
hay,258
bow_wow,26
rounder,10
streets,9
endo,3
↓we↑ll,1
checking,82
teppy,51
⁎no⁎,10
statue,26
flupper_nutters,1
haircut,24
loopdeloop,2
shorty,45
pee_pee's,4
split,30
steal,48
↑strange,1
tender,55
soapy,11
pfffff,2
goblins,5
bam_bam's,7
imagine,60
wrapped,51
someplace,28
pajamas,214
natal,3
barking,61
one'll,45
design,20
dad's,74
brian,30
honey_tree,5
tonic,47
ursula's,65
drinked,13
railway,77
weed,36
pavements,24
tinky_winky,19
mister_blair,2
unraveling,2
↑aye,4
thomas_tank_engine,17
griffith,5
snooze,36
juicy,31
puffee,2
rang,40
∆no,13
kathy,61
tilly,56
froggiest,19
nicked,49
legoland,10
vomit,28
creep,15
reasons,2
ali,6
umumum,4
lighter,28
teabag,49
waved,12
primary,15
blocked,21
nikki,84
kills,7
crocodile's,13
cash,12
that_at_at_at_at_at,1
ballet,33
brushing,96
dressy,4
recently,43
cake's,16
l↑i↓ke,3
balloon's,13
scrapes,5
videos,44
honest,46
congratulations,15
creams,22
slower,13
others,147
pledge_allegiance,8
jellyfish,4
birdies,66
duncan,35
tools,73
emergency,24
chase,106
newborn,3
cos,20
0how,2
flower-pot,4
cluck_clucks,7
circles,76
main,24
knuckle,5
bababababab,3
macdonalds,73
flair,20
ticking,6
bababa,19
telly,88
ish,22
pinks,15
sharks,61
skull,3
weather,105
rosie_and_jim,16
gorilla's,7
°eh°,12
merry,42
cup's,6
↑was,4
puppet,63
marvelous,44
daddies,24
heater,21
baggie,9
lumpy,10
library,114
hoop,31
masher,4
gails_rag_book,2
squirt,53
ballyhenry,3
directions,32
ticky_ticky_ticky,6
jeep,64
swetty,4
segments,14
gagi,20
privileges,1
soakies,3
bramwell,5
hedda,6
woody,43
deserve,21
policeman's,24
blossom,36
suggest,10
cat_bird,9
rarr,5
every°,2
kind_of,8
steep,9
lobster,103
spares,6
greta,59
coving,5
obstacle,1
counters,16
baddies,34
maddie's,3
numy,4
sheep's,25
lewi,2
ladies,113
indoors,26
rubber's,2
diddlydiddly,1
n↓i↑ce,2
admiral_akbar,4
god's,14
ma-ma-ma-ma,4
plasticine,29
scrunched,4
mr_nosey,6
nightmare,52
vaccine,4
cheep,72
ken,32
awe,16
wacky_warehouse,6
hairy,49
bribery,7
tella,14
faint,9
bubblebath,35
blackbird,11
jammie,3
prodding,33
stevie,12
sucker,13
sauces,1
bike's,7
complaining,18
uncomfortable,17
gidigidigidi,2
↑one,13
macaroni,96
aa,6
nettles,6
burp,58
hardly,71
thicker,13
pizz,3
he'm,1
tune,69
peculiar,17
clover,5
phem,3
linda,69
°m↓↑°,12
toad's,5
grief,21
°all,3
↓jimby,6
wan,37
wellies,13
brothers,70
yard,72
rarely,5
alison's,4
display,14
appeal,1
spooky,17
evening,33
becky_lastname,17
italy,75
flipping_heck,4
kinda,23
paddy,63
mows,7
gamply,18
mr_clumsy,10
grover,3
annexe,6
hieho,2
graveyard,5
motorbike,108
fog,18
gingery,5
horr'↑ble,1
valley,11
rusty,42
loud-speaker,3
ragdolls,6
anthony,10
nuh,16
force,20
jonathan,52
cashregister,2
⁎bowl⁎,1
aga_aga_aa_aga_aga_aa,1
allgone,7
ringmaker,2
trampled,6
mumm↑y,3
horry,4
tos,1
print,17
drink's,7
novelty,3
hops,4
los,5
clumsyclara,1
strain,12
barnes,45
underwear,14
charts,5
duxx,3
perfectly,26
portable,2
cara,9
susie's,8
muncher,2
putnam_avenue,30
mmhhmm,90
collective,1
rescue,107
worn,28
eventually,29
ruth's,13
toddling,4
elf,10
ding_a_ling_a_ling_a_ling,15
m↑o↓re,2
snakey,5
buckets,45
captain_hook,9
pointy,7
easons,4
ba,93
spaces,9
sarah_lastname,22
ad,15
ballina,6
eya,14
impy_ink,21
precious,21
faces,50
breathing,25
beck,4
sandra,72
amazing,76
nosy,40
jackson_browne,19
gordon's,89
judgement,1
brother's,64
shelter,8
xxxx°,10
vaccinated,2
kate,27
aunty,48
laid,27
wo↑↓,5
friendlier,2
health,31
uncle_ernest,3
amy_r,58
dr_russell,2
doughnuts,23
twins,85
helicopters,10
fiddlers,5
tadpoles,69
huntsman,7
jiggling,18
radio_times,1
midwife's,3
friendly,82
petite,3
weekends,4
cerxxx,3
plants,47
crossing,38
site,35
cradle_and_all,3
offer,30
°o,3
keeped,1
wars,7
boxing,13
arrow,42
zzz,26
blimey,14
pets,74
bertie's,5
suki,31
rian,28
mix,112
type,83
ann_stevenson,4
clickety,1
tvdinner,6
spending,14
dinnertime,34
scraps,2
mister_happy,13
wonders,3
confusing,13
lou,20
badges,13
h↓w↑i,3
proverbial,3
sundays,16
cider,15
measure,70
ruins,8
aya,2
footering,4
ahboo,2
grapefruit,43
beams,7
seem,172
curls,72
mister_fox,37
flippy_bippy,3
giddy,58
cat_in_the_hat,9
text,6
catherine's,7
whatcha,32
sari,4
distance,13
splinters,15
elfs,6
blobby,10
wheel-barrow,11
yawn,35
sixth,16
falled,47
behaving,13
ballerina,22
trumpets,1
ponies,10
bunnies,33
coins,10
heap,16
whack,19
°eu°,1
claps,5
competition,2
central,3
lurkey,3
doucha,17
italy's,2
fastened,19
chickie,26
geranium's,4
refuse,3
concentrating,15
polite,25
goggle,9
shooting,40
enchanted_forest,6
↑any,2
swans,16
lami,3
breadstick,79
dumpty,55
cap,57
traumatic,2
fighter,5
honeycomb,8
knocks,23
devil,28
mandarin,13
gentlemen,12
aqua,3
bullets,13
°we,2
pocahontas,18
fins,5
tumbletots,11
carries,11
trapped,36
wizzy,4
laking,1
rubbers,13
downed,2
manicly,2
brookvale,39
hundreds,18
sawdust,5
license,11
tonsils,25
psshh,23
igloo,109
feeble,8
magazine_beach,2
ally,4
granddads,6
hidy,24
dub,8
decorate,29
beak,26
express,14
aunty_shane,1
cooler,1
roadworks,3
fle,7
pine,21
hah_hah_hah_hah,2
gonkey,30
stamps,37
lazy,80
mister_mean,7
stuffing,14
finds,18
chopped,25
think∆,2
pizza's,3
depression,5
hedgehogs,20
flute,56
cosby's,1
wheats,2
clearly,8
runned,17
horace,12
written,42
briggs,1
lighthouse,11
motorcycle,11
who've,48
caterpillars,17
accommodation,5
peters',2
fiesta,1
meal,46
clowns,42
sprinkle,8
tubbies,7
uh°∆,1
goldy,2
investigate,2
figures,10
dish,112
doodle_doo_doo_doo,2
earth,42
cant,25
touched,40
sweater,70
comfort,14
thighs,5
things_that_go,2
derrick,20
propellers,15
cuddling,34
chris,74
nigh_nigh,15
correct,11
sober,7
expecting,37
beautyparlor,3
doves,5
zita,110
brumms,3
trade,10
stings,4
gallons,10
tatties,2
flown,31
billy_bear,18
boxcar,3
nic,5
leaning,24
enjoy,116
aunt_dot's,14
sophie's,34
shovel,121
mm^mm,24
doodle,5
farley,4
dominic's,46
kicking_king,15
maine,4
coats,18
batgirl,2
bobby,87
evan's,9
wise,34
julie's,8
bathing,19
loudly,18
airborne,17
whiteabbey,9
winner,37
shaun,12
buyed,17
tend,15
mommies,9
fruit↑,2
suck,84
foot▔,5
locks,9
eddy_elephant,49
sinks,2
seagulls,4
spigot,19
whatsoever,9
mr_plod,14
tuba's,3
meets,6
robbie,23
hippos,78
lamp,35
liverpool,15
glued,17
aunty_irene,8
highfives,6
childsnames,9
me's,9
duc,7
playground,93
adan,2
wan't,9
pricked,14
yo,32
head⁎,3
tuner,10
cloths,6
jab,6
turkey,79
gaihiah,2
tongues,4
jingle,88
driver's,45
arnold,22
hoho,17
offemm,1
yee,9
rectangle,10
temperature,71
mixes,3
nipped,9
bonnie_bride,3
starch,1
property,4
motor,98
cinema,4
chased,17
crumbs,29
goody,14
stunning,6
penny_bright,21
cutting,2
phoning,20
haz,18
spy,14
winkie,10
luckily,15
whining,17
alistair's,10
zigzag,9
flowerpot,1
sai,73
father's,19
thompson_twins,1
shaky,102
choice,36
necked,2
flavor,59
bababababap,3
shriek,3
rubberband,18
magazines,12
rhona,4
generally,30
inga's,8
peep_peep,10
⁎∙hhh,5
adele's,5
pleseosaurus,2
wallpaper,19
barroom,4
arrange,14
porter,9
blackpool,11
reminds,10
pea,44
period,5
drives,66
halifax,4
▔ve,1
tasting,13
basketball,20
awow,1
da_bear,5
bowel,19
aoife,11
moody,7
pinnie,16
cardie,10
oscar_orange,7
nanna,4
hopefully,22
spraying,6
⁎wha,2
tennis,75
tail's,20
catalogue,16
animal_hospital,4
gok-gok,4
major,9
miriam,3
dingdong,26
argue,36
walter,25
streamers,13
nursie,8
pension,6
bahbahbahbahbah,1
mister_badger,23
wriggle,9
mowgli,4
summertime,17
crawly,6
ridden,9
raisin_bran,10
screen,21
trouser,23
braves,1
fetching,21
wheelbarrows,4
e↑o↓,2
ehm,10
turns,126
effects,7
tictac,3
barrel,21
obey,6
forth,17
staying,124
snuggles,9
snuggy,26
copilot,6
skwawu,1
mary_poppins,12
mummy'd,10
humm_hamster,4
wee_wee_home,7
closer,57
treehouse,28
damp,16
swear,17
oohh,1
mailbox,33
denim,7
gail_lastname,20
hysterical,13
snapped,42
postcard,16
clouds,47
aiden,1
n↓um,4
tayside,6
daddy_bear's,5
rightly,15
sand,2
night_nights,11
ladys,56
pale,10
kissy,6
ay-ah,2
fish'll,2
seems,134
banjo,62
grampy,57
⁎eh⁎,2
↓good,5
ah_ha_uh,1
baited,3
gardening,16
coloured,6
fellows,7
mossy_moo,16
roy,7
↑⁎and⁎,3
nina's,29
year's,17
gwen's,5
siesta,1
ch-ch-ch-ch-ch,2
legos,2
phoebe,20
punished,7
dumper,81
daisy_cat's,4
sawing,26
carr,49
skittle,4
baasheep,7
freezing,36
reached,16
master_tubby,8
nellies,13
seagull,14
dash,20
unusual,38
surgery,8
harvest,1
sulk,36
tricky,107
racquel,1
dat,9
grandmas,9
kitchen's,13
jug,61
hospitals,10
electrocute,2
spit,47
beanstalk,18
kit,52
presweetened,1
m↑↓,65
goods,25
peacock,13
paw,27
winkle,2
aunt_dot,24
childminder,15
the_man,5
whizzed,27
angels,6
northwich,4
ye↓ah,3
baggy,18
diversion,19
baddy,2
sycamore,2
park's,5
omagh,2
craiglands,11
july,84
avenue,9
tea's,25
mailman,40
musical,19
areas,4
electric,20
°alright,2
eileen,12
iguana,19
bowie,7
muck,80
monsters,93
walrus,16
coal,100
fido,4
bar,60
↑on,6
knives,53
wsh,2
shelly,15
crock,6
toaster,41
cornflakes,124
fathers,11
fantasise,1
patterned,1
twin,39
cuppie,6
nickname,5
streaming,5
slipper's,12
dumpty_dumpty,2
tipping,33
refrigerator,64
yeahiah,1
eastwood,11
jaybird,9
stands,47
molly's,18
jeff's,14
burning,52
windymillers,1
mcdonald's,15
goldrush,10
reversing,13
jiminy,13
combing,31
aunt,52
↓like,4
plipplop,22
napanda's,5
popping,19
nice∆,3
⁎daddy⁎,8
owoo,3
duties,3
copying,6
dribble,28
binman,10
lar,23
nnn,3
lies,30
dryer,18
russia,7
double,1
tiddlywinks,1
winnie,24
carpark,55
cullen,7
adja's,1
known,26
ticklies,2
close_by,3
rosa,27
creation,5
noodle,43
glug_glug,14
g',2
do↓in,2
pressies,1
lad,41
cheer,22
everyone's,12
kids',3
peeled,7
shepherds,9
barriers,12
panties,58
shepherd,7
t↑i↓ed,1
lauren's,11
bottly,5
permission,3
rex,8
record_phone,5
possessive,7
child's,15
closes,16
jungle_book,26
ridiculous,26
good_morning,9
dribbling,35
fuss,33
bill'd,1
sling,5
untie,21
l↓ook,4
zoe,15
teen,9
lynsey's,6
bout,10
fishfingers,46
mitten,54
prams,39
ive,8
sainsburys,25
dinny,2
tho,28
hole⁎,3
huf,21
dolphins,10
french,30
barbie_badge,8
toddlers,79
ra,8
goggie,3
splits,5
prescription,16
footy,2
plunk,3
swifty,2
goggin,15
it☺,4
waltz,3
russ,2
how'd,76
tricking,18
snorkeling,3
letting,67
mightened,2
helmet,77
ere,12
mooney,3
tuffet,9
belt,53
baa_baa_black_sheep,34
draws,25
darragh,2
alex,21
todey,1
scalp,13
cluck,39
bandaid,56
bubalow,4
buzz_lightyear,12
windowsill,17
katrina,25
bossy,45
garrybout,3
soak,6
pss,3
tale,17
lipertyliperty,4
listens,13
fruitcocktail,8
missus_mccross,5
lavatory,8
tuppenny,4
whites,3
acting,7
hunt,13
pongo,58
eric's,1
swerve,1
donna's,35
pickled,21
madame,6
thomas_the_tank_engine,65
giggled,8
jaja,7
rash,46
eggcup,6
sight,22
▔yeah▔,3
olds,10
hare,5
tweety_pie,8
s↑ome,3
snuggle,45
noone,46
dougall,57
dickie,7
nicola's,40
george's,13
firemen,38
p_ones,2
hillview,2
bouncies,1
stormed,9
constantly,31
chuff^chuff,23
plonk,2
tiggy's,12
p_one,52
scientist,1
flap,74
vegetarian,17
chum,22
capacity,2
hatched,4
reply,5
tooties,6
skips,4
calpol,56
necks,6
confiscating,1
swish,47
toads,4
action_mans,1
salad,86
uncle_john,10
adadadada,4
0from,1
sheets,13
bolt,27
coventry,15
stinking,25
snowman's,8
deardearing,2
thump,13
skipper,13
tuffy,22
booked,24
bobobobobobo,3
weeweeweewee,3
patter,5
level,26
slave,10
dis↑aster,1
baboon,13
tastes,66
beachball,9
storage,9
bark,25
footprints,19
campbell,4
piga,2
°so,2
oblong,25
eyebrows,27
peaches,33
collie,18
rinny,24
moulded,2
player,25
deserves,5
leslie,7
sukie_cat's,5
airing,5
l↑ike,6
kid's,7
adoringly,4
beepbeep,37
jolly_tall,13
crikey,11
crowd,4
poster,14
bashings,4
plaque,3
anyhow,41
farmer_mcgregor,2
babababababa,12
jumps,59
spindly,20
growl,12
lead,14
grocer's,4
least,56
receipt,9
president,17
cope,36
jiminy_cricket,5
dogger,8
dairy,18
cat_in_hat,5
bikini,3
doc,27
playschool,42
scoop,42
lion_king,39
grr-grr-grr,2
collecting,32
dominos,15
dustmen,28
blowy,5
recognized,7
landed,56
your⁎,2
samantha's,7
kyle,23
journey,30
address,22
backing,7
chimpanzee,4
mug,32
oughtn't,1
placed,7
guys,22
tank's,4
texaco,11
bonfire,20
topsey,7
queen's,18
wilma,30
mince,32
fletcher,6
footsteps,2
halt,3
pippin,13
utter,2
safeways,15
bullwinkle,1
miss_hubbard,25
goggins,9
sesame_street,24
croissants,6
macduff,6
pita,21
blowout,5
stem,23
↑where's,4
dipsy,8
pincers,8
litres,2
shoved,6
gaay↑,1
v,66
childsname's,16
attention,57
tow,85
as_soon_as,61
polly,75
sawkie,1
blackboard,23
relations,5
cameron's,4
humm,53
cancer_research,3
babba,2
doo_doo_doo_ree_dee_dee,2
john_smith,1
w↑ater°,1
gribbet,20
worried,85
snacks,8
braces,14
rhymes,33
twelfth,14
arm's,11
orangeyellow,3
⁎uh,7
coodiwoodiwoodiwoo,3
dees,5
unwrap,6
adore,5
ale,6
strength,11
untidy,12
sookie,9
spoils,6
randalton,2
agigi,1
kites,12
woods,36
quackquack,15
nanananana,2
porker,13
voices,12
centre,37
jamie,29
mess,2
toenails,9
⁎the,2
whoever,24
truly,12
saying∆,2
midnight,12
dammy,6
africa,30
alrigh,2
wo,19
☺you,3
books_for_children,1
mayonnaise,43
mischief,23
toy_story,30
floppy,43
waterford,10
suggested,7
kentucky,4
mines,6
tramp,42
koolaid,7
mummie'd,1
minding,26
stencil,7
monty,1
poodle,72
feed_animal,5
row_row_the_boat,2
dangled,2
important,46
ni,12
somehow,36
teeshirt,16
ladybirds,24
a_lot,50
blah,24
oliver,36
↓nut,5
sev,2
bald,16
cave,32
exist,3
denver's,27
wombles,8
genie,9
peaceful,10
anchor,16
welly,73
'pit,1
guessed,17
creeps,4
zipper,17
river's,2
crocus,6
cutcut,2
↑silvie,1
mr_wolf,1
missus_mckeever,14
mr_happy,12
operation,24
johnny,97
sizes,38
law,38
robocop,21
pout,5
gookie,2
cheerful,14
°thanks,3
flop,24
°pardon°,3
soars,4
grumpy,41
interfere,11
⁎hello⁎,8
dadadid,1
tomatoes,28
bran,13
vase,28
sharpening,18
naughty_nick,35
company,47
barbara's,17
⁎yes⁎,3
de,49
jogging,28
margery,30
yippie,1
sound,2
mummys,41
people's,56
duckling,12
madam_cholet,5
pocketbooks,4
admit,12
°h,2
disappointed,11
daughters,8
fiddlesticks,15
reverend,8
sneezy,14
rolf,9
testing,19
ourselves,29
aunty_liz,18
sukie_cat,25
cock^a^doodle,5
bouillon,23
dozier,1
convalescing,3
clay,56
people've,4
hamster,24
guzzle,6
barnardoes,2
bedadadadada,2
↓real,1
frank,34
scooping,6
treacle,10
cindy,43
crematorium,3
crossbones,6
mosquito,32
aches,8
notes,27
chickenpox,24
soaking,35
sonny's,4
whew,1
tablet,23
macy,5
sakes,1
completely,1
workman,18
vehicle,85
bodger,8
leaking,14
wipers,6
cages,13
old_bear's,15
expressions,5
nighties,8
drops,46
m↓ou↑th,1
claire,28
tadpole,5
wasps,20
pussycats,20
aged,3
elsie_grandma's,9
greens,20
unicorn's,1
rollercoaster,4
crumpet,8
chippewa,1
jet,20
fan,34
growling,10
see°,1
task,1
antennae,11
doctor_mummy,1
↑flushed,3
podgy,4
fall∆,1
tremendous,11
harvester,7
teething,33
doodle_doo,45
gabby,2
lampshades,2
nancy,19
bowler's,2
°this,2
gooo,13
butting,2
cracks,8
hippo's,27
squashy,30
hansel,13
services,9
compass,10
festering,1
tyres,26
unbutton,5
toothie,17
gears,5
↑another,6
sweden,2
arthur,57
paddling,61
shared,9
pretzel,16
covering,10
thief,4
biggies,14
neighbor's,7
boohoo,12
maggie_daw,2
tasts,4
shovels,9
convenient,3
coach,54
memory's,3
vacuumcleaner,9
boop,11
basement,18
z,68
boiling,22
b_m_x,14
↑∆oh∆,1
le,13
mousse,10
cereals,4
hi↓,1
sleepyhead,23
sinking,5
concept,8
↑cheese,1
m↓,16
christopher's,22
googenheimer,2
here'd,3
shade,8
countdown,6
vicar,4
strawberry's,2
mrs_tiggywinkle,12
marjorie,1
families,13
stirrups,8
queries,3
grandmother's,2
chatty_charmings,2
sissie,1
leggies,4
leek,4
rotten,22
cupboards,25
ramps,5
joubly,5
grab,46
they'se,1
marion,17
mechanic,3
smudge,11
bedtime's,5
nuisance,34
tanya,54
manner,34
franks,11
pucilia,17
wahwahwah,1
little_miss_fun,1
ga_ga,5
lucy_lamp_ladys,3
goggle's,5
charlie_bs,16
suits,25
shown,27
ruin,28
argh,22
boked,2
react,2
ninja,14
anytime,12
crocodiles,43
pinwheel,19
hamleys,5
aeroplanes,33
doughnut,85
answers,19
ticks,5
broomstick,2
donner,2
minging,1
lashed,1
mu,5
daffodils,43
smit,4
popeye,43
awww,12
spoonful,11
eleanor,19
ga,41
causing,7
toot_toot,8
studious,3
shicks,3
patience,23
geoffrey,3
footie,11
w↑ao↓w,2
methodist,2
ankles,8
out°,8
